id,Matram,Kyhieu,longitude,latitude,Z.Elev,ds,WQI_I,WQI_II,WQI_III,WQI_IV,WQI_V,y,WQI_Desc,WQI_Color,WQI_Weight,WQI_no_V,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,Salinity,TSS,CL
"1993",CLCB032019,CLCB3,105.05,9.8,0.88,2019/06/19,100,100,82.1,62.05,55,51,Trung bình,"RGB(255,255,0)",49,48,6.51,0.026,0.02,0.017,0.02,0.026,0.016,0.013,0.008,0.002,0.022,0.008,0,0.001,4.215,"25",10.08,24.886,14.05,0.24,0.23,0.55,0.26,7900,"0",6,62.15,1169.4
"1994",CLCB042019,CLCB4,105.13,9.67,0.26,2019/03/04,100,100,93.37,62.59,55,58,Trung bình,"RGB(255,255,0)",56,55,6.76,0.015,0.006,0.006,0.005,0.027,0.009,0.017,0.001,0.005,0.005,0.001,0,0.001,5.815,"25",3.8,8.091,11.155,1.87,0.475,0.12,0.4,1200,"0",2.8,72.15,321
"1995",CLCB042019,CLCB4,105.13,9.67,0.26,2019/03/20,100,100,81.51,54.33,55,44,Xấu,"RGB(255,126,0)",44,45,6.75,0.02,0.012,0.008,0.007,0.037,0.012,0.016,0.009,0.006,0.006,0.003,0,0.001,5.438,"25",11.62,30.416,17.627,0.35,0.625,0.15,0.42,3300,"0",11,67.45,752
"1996",CLCB042019,CLCB4,105.13,9.67,0.26,2019/04/08,100,100,81.78,53.73,55,44,Xấu,"RGB(255,126,0)",44,44,6.46,0.025,0.018,0.015,0.017,0.027,0.015,0.014,0.008,0.001,0.022,0.004,0,0.001,4.765,"25",10.35,26.995,15.54,0.36,0.14,0.56,0.5,4300,"0",8.2,85.46,3125
"1997",CLCB042019,CLCB4,105.13,9.67,0.26,2019/04/16,100,100,87.53,55.23,55,48,Xấu,"RGB(255,126,0)",48,48,6.65,0.016,0.009,0.006,0.006,0.028,0.01,0.014,0.007,0.003,0.005,0.004,0,0.001,4.738,"25",9.45,22.806,14.178,0.43,0.25,0.12,0.46,3500,"0",7.9,64.84,2952
"1998",CLCB042019,CLCB4,105.13,9.67,0.26,2019/05/16,100,68.13,80.41,61.46,55,34,Xấu,"RGB(255,126,0)",32,32,6.92,0.031,0.023,0.02,0.022,0.033,0.019,0.015,0.008,0.005,0.027,0.006,0,0.001,5.105,"25",10.6,24.1,15.137,0.191,0.511,0.68,0.32,6400,"0",4.5,76.5,126.4
"1999",CLCB042019,CLCB4,105.13,9.67,0.26,2019/06/06,100,100,86.78,53.83,55,47,Xấu,"RGB(255,126,0)",47,47,7.1,0.024,0.016,0.014,0.015,0.029,0.014,0.016,0.005,0.004,0.019,0.003,0,0.001,5.188,"25",7.294,16.458,12.852,0.813,0.42,0.48,0.51,3400,"0",6.1,124.52,1252
"2000",CLCB042019,CLCB4,105.13,9.67,0.26,2019/06/19,100,100,90.52,69.63,55,63,Trung bình,"RGB(255,255,0)",58,56,6.72,0.022,0.015,0.013,0.015,0.024,0.013,0.014,0.004,0.002,0.021,0.002,0,0.001,4.68,"25",6.917,17.76,12.501,0.15,0.18,0.52,0.14,2100,"0",4.8,52.48,168
"2001",CLCB052019,CLCB5,105.3,9.47,0.09,2019/03/04,100,100,94.54,55.91,55,53,Trung bình,"RGB(255,255,0)",53,52,6.84,0.015,0.008,0.007,0.008,0.022,0.009,0.014,0.003,0.002,0.01,0.001,0,0.001,4.56,"25",5.66,13.997,11.135,0.756,0.175,0.25,0.625,1400,"0",6.8,53.12,124
"2002",CLCB052019,CLCB5,105.3,9.47,0.09,2019/03/20,100,100,94.91,61.59,55,58,Trung bình,"RGB(255,255,0)",56,55,6.68,0.018,0.012,0.01,0.012,0.022,0.011,0.013,0.004,0.001,0.01,0.008,0,0.001,4.295,"25",6.847,16.292,11.461,0.135,0.12,0.24,0.53,8100,"0",8.1,92.41,114
"2003",CLCB052019,CLCB5,105.3,9.47,0.09,2019/04/08,100,100,90,63,55,57,Trung bình,"RGB(255,255,0)",54,53,7.15,0.017,0.009,0.007,0.008,0.027,0.01,0.016,0.005,0.002,0.01,0.002,0,0.001,5.388,"25",7.62,16.989,13.319,0.24,0.16,0.24,0.45,2200,"0",6.2,68.48,248
"2004",CLCB052019,CLCB5,105.3,9.47,0.09,2019/04/16,100,100,88.86,60.43,55,54,Trung bình,"RGB(255,255,0)",52,51,6.58,0.023,0.016,0.014,0.011,0.035,0.014,0.015,0.006,0.009,0.008,0.008,0,0.001,5.02,"25",8.34,20.494,13.873,0.2,0.94,0.2,0.61,8400,"0",13,6.54,4261
"2005",CLCB052019,CLCB5,105.3,9.47,0.09,2019/05/16,100,100,84.01,62.37,55,52,Trung bình,"RGB(255,255,0)",50,49,6.83,0.026,0.019,0.016,0.019,0.028,0.016,0.014,0.007,0.003,0.02,0.008,0,0.001,4.783,"25",9.76,24.066,14.643,0.138,0.253,0.51,0.28,7900,"0",22.1,125.62,136
"2006",CLCB052019,CLCB5,105.3,9.47,0.09,2019/06/06,100,68.13,69.06,61.91,55,29,Xấu,"RGB(255,126,0)",28,27,7.06,0.058,0.051,0.049,0.054,0.036,0.035,0.014,0.005,0.012,0.084,0,0,0.001,4.6,"25",7.248,18.169,12.51,0.35,1.22,2.1,0.26,400,"0",19.6,96.45,1265
"2007",CLCB052019,CLCB5,105.3,9.47,0.09,2019/06/19,100,68.13,74.03,55.24,55,28,Xấu,"RGB(255,126,0)",28,28,6.67,0.04,0.035,0.032,0.036,0.027,0.024,0.011,0.006,0.006,0.05,0.007,0,0.001,3.573,"25",8.977,19.333,11.336,0.9,0.62,1.24,0.23,7200,"0",16.5,54.14,1124
"2008",CLCB062019,CLCB6,105.38,9.59,0.59,2019/03/04,100,100,90.25,51.62,55,47,Xấu,"RGB(255,126,0)",48,48,7.03,0.015,0.01,0.008,0.009,0.019,0.009,0.009,0.006,0.001,0.011,0.003,0,0.001,3.1,"25",8.239,17.985,10.202,1.75,0.113,0.27,0.388,2800,"0",1.9,61.214,225
"2009",CLCB062019,CLCB6,105.38,9.59,0.59,2019/03/20,100,100,91.78,60.78,55,56,Trung bình,"RGB(255,255,0)",54,53,7.14,0.013,0.008,0.006,0.005,0.023,0.008,0.011,0.005,0.004,0.006,0.001,0,0.001,3.66,"25",7.289,17.735,10.963,0.27,0.375,0.14,0.48,1300,"0",11.7,6.28,1524
"2010",CLCB062019,CLCB6,105.38,9.59,0.59,2019/04/08,100,68.13,84.17,56.46,55,32,Xấu,"RGB(255,126,0)",32,32,6.69,0.029,0.022,0.02,0.024,0.025,0.017,0.013,0.005,0.003,0.034,0.003,0,0.001,4.373,"25",7.9,20.073,12.769,0.35,0.27,0.84,0.53,2800,"0",6.6,69.75,1526
"2011",CLCB062019,CLCB6,105.38,9.59,0.59,2019/04/16,100,100,91.09,60.86,55,55,Trung bình,"RGB(255,255,0)",54,53,6.74,0.016,0.009,0.007,0.005,0.029,0.01,0.013,0.005,0.006,0.006,0.001,0,0.001,4.31,"25",7.76,17.652,11.912,0.26,0.64,0.15,0.52,1100,"0",8.6,71.56,1524
"2012",CLCB062019,CLCB6,105.38,9.59,0.59,2019/05/16,100,68.13,76.53,45.87,55,24,Kém,"RGB(255,0,0)",25,26,6.92,0.031,0.024,0.02,0.021,0.034,0.019,0.015,0.009,0.006,0.03,0.002,0,0.001,4.88,"25",11.75,33.722,17.833,2.61,0.564,0.76,0.45,2200,"0",3.7,65.48,659.2
"2013",CLCB062019,CLCB6,105.38,9.59,0.59,2019/06/06,100,68.13,74.34,50.44,55,26,Xấu,"RGB(255,126,0)",26,27,7.41,0.038,0.03,0.026,0.029,0.036,0.023,0.016,0.009,0.006,0.038,0.007,0,0.001,5.378,"25",11.45,29.09,17.119,1.14,0.55,0.96,0.32,7200,"0",4,48.45,72.12
"2014",CLCB062019,CLCB6,105.38,9.59,0.59,2019/06/19,100,68.13,74.27,52.45,55,27,Xấu,"RGB(255,126,0)",27,27,6.92,0.037,0.031,0.027,0.032,0.027,0.022,0.012,0.008,0.003,0.046,0.005,0,0.001,4.093,"25",10.466,27.741,14.767,0.69,0.28,1.14,0.3,4700,"0",1.5,63.48,24.5
"2015",CLCB072019,CLCB7,105.38,9.78,0.4,2019/03/04,100,68.13,81.42,61.33,55,34,Xấu,"RGB(255,126,0)",33,32,7.23,0.032,0.023,0.021,0.026,0.028,0.019,0.017,0.006,0.002,0.034,0.005,0,0.001,5.708,"25",8.156,18.964,14.422,0.524,0.163,0.85,0.238,5400,"0",0,51.24,21.2
"2016",CLCB072019,CLCB7,105.38,9.78,0.4,2019/03/20,100,100,86.07,57.81,55,50,Xấu,"RGB(255,126,0)",49,49,7.04,0.02,0.011,0.008,0.006,0.037,0.012,0.018,0.007,0.007,0.005,0.003,0,0.001,6.013,"25",9.127,20.428,15.341,0.495,0.725,0.12,0.39,2800,"0",0.1,38.74,25.95
"2017",CLCB072019,CLCB7,105.38,9.78,0.4,2019/04/08,100,100,86.45,55.09,55,48,Xấu,"RGB(255,126,0)",48,48,6.96,0.018,0.01,0.007,0.006,0.034,0.011,0.017,0.007,0.005,0.006,0.002,0,0.001,5.565,"25",9.43,21.628,15.048,0.62,0.51,0.16,0.42,1500,"0",0.2,75.69,3.48
"2018",CLCB072019,CLCB7,105.38,9.78,0.4,2019/04/16,100,100,86.82,55.75,55,48,Xấu,"RGB(255,126,0)",48,48,6.98,0.021,0.013,0.01,0.007,0.037,0.012,0.016,0.007,0.009,0.008,0.002,0,0.001,5.195,"25",9.65,21.075,14.319,0.41,0.89,0.2,0.51,1800,"0",0.1,86.45,21.3
"2019",CLCB072019,CLCB7,105.38,9.78,0.4,2019/05/16,100,100,84.79,65.78,55,56,Trung bình,"RGB(255,255,0)",53,51,7.21,0.021,0.012,0.009,0.011,0.031,0.013,0.018,0.007,0.001,0.014,0.002,0,0.001,6.003,"25",9.32,25.777,17.012,0.114,0.138,0.35,0.2,1700,"0",0.1,7.29,16.21
"2020",CLCB072019,CLCB7,105.38,9.78,0.4,2019/06/06,100,68.13,75.45,63.56,55,33,Xấu,"RGB(255,126,0)",31,30,7,0.041,0.033,0.031,0.035,0.033,0.025,0.017,0.005,0.006,0.048,0.006,0,0.001,5.688,"25",7.746,19.887,14.683,0.588,0.61,1.2,0.14,6200,"0",0.1,63.21,43.12
"2021",CLCB072019,CLCB7,105.38,9.78,0.4,2019/06/19,100,68.13,83.56,57.64,55,33,Xấu,"RGB(255,126,0)",32,32,6.81,0.03,0.022,0.02,0.022,0.029,0.018,0.015,0.006,0.004,0.028,0.007,0,0.001,5.078,"25",8.342,18.308,13.27,0.48,0.42,0.69,0.41,6900,"0",0,52.92,2.15
"2022",CLCB082019,CLCB8,105.42,9.95,0.4,2019/03/04,100,100,86.19,58.61,55,51,Trung bình,"RGB(255,255,0)",49,49,7.06,0.023,0.015,0.012,0.014,0.029,0.014,0.016,0.007,0.002,0.012,0.008,0,0.001,5.35,"25",9.71,19.847,14.164,0.486,0.165,0.31,0.3,8100,"0",0.1,42.16,4.25
"2023",CLCB082019,CLCB8,105.42,9.95,0.4,2019/03/20,100,100,87.8,61.36,55,54,Trung bình,"RGB(255,255,0)",52,51,6.96,0.022,0.014,0.011,0.011,0.033,0.013,0.017,0.006,0.006,0.011,0.004,0,0.001,5.565,"25",8.62,19.142,14.264,0.146,0.55,0.28,0.51,4300,"0",0,39.54,21.21
"2024",CLCB082019,CLCB8,105.42,9.95,0.4,2019/04/08,100,100,88.82,62.74,55,56,Trung bình,"RGB(255,255,0)",53,52,7.1,0.02,0.011,0.009,0.008,0.035,0.012,0.019,0.005,0.006,0.006,0.005,0,0.001,6.35,"25",7.64,19.216,15.465,0.11,0.58,0.16,0.61,4600,"0",0.1,58.47,15.84
"2025",CLCB082019,CLCB8,105.42,9.95,0.4,2019/04/16,100,100,87.73,63.09,55,55,Trung bình,"RGB(255,255,0)",53,52,6.95,0.019,0.01,0.007,0.008,0.03,0.011,0.018,0.006,0.001,0.009,0.003,0,0.001,6.125,"25",8.62,20.986,15.686,0.12,0.12,0.23,0.39,2500,"0",0,6.84,15.12
"2026",CLCB082019,CLCB8,105.42,9.95,0.4,2019/05/16,100,100,83.47,49.88,55,42,Xấu,"RGB(255,126,0)",43,44,7.24,0.025,0.018,0.015,0.017,0.029,0.015,0.015,0.007,0.003,0.021,0.004,0,0.001,4.96,"25",9.62,22.449,14.399,1.118,0.275,0.53,0.51,4300,"0",0.1,65.48,23.14
"2027",CLCB082019,CLCB8,105.42,9.95,0.4,2019/06/06,100,100,84.93,55.84,55,47,Xấu,"RGB(255,126,0)",47,47,7.19,0.018,0.01,0.007,0.006,0.032,0.011,0.016,0.008,0.004,0.004,0.005,0,0.001,5.398,"25",10.154,24.912,15.832,0.62,0.38,0.1,0.29,4900,"0",0,52.12,12.21
"2028",CLCB082019,CLCB8,105.42,9.95,0.4,2019/06/19,100,100,87.53,62.75,55,55,Trung bình,"RGB(255,255,0)",53,51,6.61,0.022,0.015,0.012,0.01,0.034,0.013,0.014,0.007,0.008,0.01,0.005,0,0.001,4.54,"25",9.628,25.198,14.636,0.15,0.8,0.24,0.25,5200,"0",0.1,5.47,25.62
"2029",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/03/04,100,100,88.9,63.82,55,57,Trung bình,"RGB(255,255,0)",54,53,7.08,0.02,0.011,0.009,0.01,0.029,0.012,0.018,0.005,0.001,0.011,0.004,0,0.001,6.15,"25",7.662,22.497,16.199,0.195,0.146,0.27,0.338,4300,"0",1,54.23,321
"2030",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/03/20,100,100,90,57.97,55,52,Trung bình,"RGB(255,255,0)",51,51,6.69,0.02,0.012,0.01,0.01,0.03,0.012,0.016,0.005,0.004,0.007,0.008,0,0.001,5.385,"25",7.851,18.192,13.695,0.358,0.413,0.18,0.61,7600,"0",0.1,64.54,42.52
"2031",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/04/08,100,100,89.61,62.67,55,56,Trung bình,"RGB(255,255,0)",54,53,7.41,0.022,0.014,0.012,0.01,0.035,0.013,0.017,0.005,0.007,0.006,0.01,0,0.001,5.828,"25",7.45,17.156,14.032,0.39,0.72,0.14,0.27,9500,"0",0.1,6.58,38.12
"2032",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/04/16,100,100,85,70.01,55,60,Trung bình,"RGB(255,255,0)",55,53,6.99,0.026,0.017,0.015,0.018,0.029,0.015,0.018,0.005,0.001,0.023,0.004,0,0.001,5.873,"25",7.98,18.216,14.433,0.26,0.14,0.57,0.15,4300,"0",0,71.63,2.14
"2033",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/05/16,100,100,87.33,59.85,55,52,Trung bình,"RGB(255,255,0)",51,50,6.8,0.019,0.009,0.007,0.008,0.032,0.011,0.019,0.006,0.002,0.01,0.001,0,0.001,6.35,"25",8.75,22.709,16.566,0.413,0.183,0.24,0.32,1100,"0",0.1,9.35,25.23
"2034",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/06/06,100,100,87.73,55.77,55,49,Xấu,"RGB(255,126,0)",49,49,7.11,0.019,0.01,0.008,0.007,0.031,0.011,0.018,0.006,0.003,0.008,0.002,0,0.001,5.94,"25",8.218,19.929,15.075,0.863,0.34,0.2,0.3,2300,"0",0,48.62,15.62
"2035",CLCB092019,CLCB9,105.35,9.88,-0.07,2019/06/19,100,68.13,84.23,60.82,55,35,Xấu,"RGB(255,126,0)",34,33,6.58,0.031,0.023,0.021,0.02,0.035,0.018,0.015,0.006,0.01,0.025,0.006,0,0.001,5.02,"25",8.178,22.893,14.629,0.62,0.96,0.62,0.16,6400,"0",0.1,63.14,2.48
"2036",CLCB102019,CLCB10,105.39,10.06,0.19,2019/03/04,100,100,93.85,52.16,55,49,Xấu,"RGB(255,126,0)",50,50,6.95,0.017,0.012,0.01,0.011,0.021,0.01,0.012,0.004,0.002,0.014,0.002,0,0.001,3.913,"25",6.929,17.87,11.384,2.571,0.215,0.36,0.4,2100,"0",0.1,62.14,43.25
"2037",CLCB102019,CLCB10,105.39,10.06,0.19,2019/03/20,100,68.13,83.83,57.14,55,33,Xấu,"RGB(255,126,0)",32,32,6.74,0.029,0.023,0.02,0.021,0.029,0.017,0.012,0.007,0.006,0.024,0.008,0,0.001,4.123,"25",9.437,26.973,14.569,0.2,0.56,0.61,0.51,8400,"0",0,37.15,31.56
"2038",CLCB102019,CLCB10,105.39,10.06,0.19,2019/04/08,100,100,86.16,60.02,55,52,Trung bình,"RGB(255,255,0)",50,50,6.78,0.024,0.016,0.014,0.015,0.029,0.014,0.016,0.005,0.004,0.021,0.002,0,0.001,5.22,"25",7.6,23.367,15.079,0.28,0.43,0.52,0.52,1500,"0",0.1,45.62,41.95
"2039",CLCB102019,CLCB10,105.39,10.06,0.19,2019/04/16,100,100,86.09,62.63,55,54,Trung bình,"RGB(255,255,0)",52,51,6.76,0.024,0.015,0.013,0.015,0.029,0.014,0.017,0.006,0.002,0.016,0.006,0,0.001,5.515,"25",8.13,21.435,14.912,0.3,0.24,0.41,0.24,6400,"0",0,58.42,16.12
"2040",CLCB102019,CLCB10,105.39,10.06,0.19,2019/05/16,100,68.13,69.99,55.21,55,26,Xấu,"RGB(255,126,0)",26,26,6.65,0.04,0.035,0.031,0.034,0.032,0.024,0.011,0.009,0.007,0.048,0.006,0,0.001,3.763,"25",11.42,24.385,13.214,0.741,0.688,1.2,0.21,5800,"0",0.1,68.75,3.85
"2041",CLCB102019,CLCB10,105.39,10.06,0.19,2019/06/06,100,68.13,71.87,68.36,55,33,Xấu,"RGB(255,126,0)",31,30,7.05,0.047,0.04,0.038,0.042,0.033,0.028,0.014,0.006,0.009,0.06,0.006,0,0.001,4.5,"25",8.393,21.552,13.426,0.115,0.88,1.5,0.12,6200,"0",0,92.12,18.32
"2042",CLCB102019,CLCB10,105.39,10.06,0.19,2019/06/19,100,68.13,87.35,62.44,55,37,Xấu,"RGB(255,126,0)",36,35,6.66,0.032,0.024,0.023,0.025,0.028,0.019,0.014,0.004,0.005,0.034,0.006,0,0.001,4.778,"25",6.812,17.533,12.576,0.41,0.51,0.84,0.24,5800,"0",0.1,86.47,21.95
"2043",CLCB112019,CLCB11,105.38,9.88,0.43,2019/03/04,100,100,82.18,48.09,55,40,Xấu,"RGB(255,126,0)",41,42,6.84,0.025,0.018,0.014,0.012,0.037,0.015,0.014,0.009,0.009,0.008,0.01,0,0.001,4.635,"25",11.61,34.153,17.602,1.326,0.888,0.21,0.325,9500,"0",2.8,75.23,412
"2044",CLCB112019,CLCB11,105.38,9.88,0.43,2019/03/20,100,100,94.54,60.45,55,57,Trung bình,"RGB(255,255,0)",55,55,6.66,0.014,0.007,0.007,0.008,0.02,0.008,0.014,0.001,0.002,0.007,0.004,0,0.001,4.553,"25",3.71,9.348,9.658,3.82,0.225,0.18,0.39,3500,"0",3.2,54.95,51
"2045",CLCB112019,CLCB11,105.38,9.88,0.43,2019/04/08,100,100,85.28,49.07,55,42,Xấu,"RGB(255,126,0)",43,44,6.59,0.018,0.011,0.008,0.007,0.031,0.011,0.015,0.008,0.004,0.008,0.001,0,0.001,4.873,"25",10.75,24.288,14.848,2.96,0.41,0.21,0.43,1400,"0",11.2,56.84,7264
"2046",CLCB112019,CLCB11,105.38,9.88,0.43,2019/04/16,100,21.54,67.77,33.68,55,5,Ô nhiễm rất nặng,"RGB(126,0,35)",6,6,6.65,0.45,0.442,0.011,0.011,1.031,0.27,0.015,0.863,0.005,0.006,0.01,0,0.001,5.038,"25",85.5,230.943,80.245,1.5,0.52,0.16,0.34,9500,"0",8.2,6.24,132
"2047",CLCB112019,CLCB11,105.38,9.88,0.43,2019/05/16,100,68.13,70.64,58.73,55,28,Xấu,"RGB(255,126,0)",28,27,6.69,0.053,0.046,0.043,0.044,0.043,0.032,0.014,0.007,0.016,0.059,0.009,0,0.001,4.598,"25",9.7,21.867,13.672,0.67,1.563,1.48,0.19,9200,"0",7.4,7.52,2886
"2048",CLCB112019,CLCB11,105.38,9.88,0.43,2019/06/06,100,68.13,69.96,67.43,55,32,Xấu,"RGB(255,126,0)",30,29,6.93,0.046,0.038,0.035,0.038,0.037,0.028,0.015,0.008,0.009,0.05,0.01,0,0.001,4.958,"25",10.47,21.68,14.153,0.171,0.9,1.26,0.14,9500,"0",12.2,56.48,932
"2049",CLCB112019,CLCB11,105.38,9.88,0.43,2019/06/19,100,68.13,81.05,60.32,55,33,Xấu,"RGB(255,126,0)",32,32,6.42,0.033,0.025,0.023,0.025,0.032,0.02,0.015,0.006,0.006,0.038,0,0,0.001,4.98,"25",8.744,20.44,13.796,0.28,0.63,0.95,0.51,400,"0",7.3,63.45,2546.8
"2050",CLCB122019,CLCB12,105.38,9.78,0.88,2019/03/04,100,100,84.93,50.03,55,42,Xấu,"RGB(255,126,0)",44,45,6.98,0.023,0.014,0.011,0.008,0.039,0.014,0.016,0.008,0.009,0.007,0.004,0,0.001,5.495,"25",10.71,29.182,17.324,0.7,0.913,0.18,0.75,4300,"0",29.5,63.21,18532
"2051",CLCB122019,CLCB12,105.38,9.78,0.88,2019/03/20,100,100,85.28,49.39,55,42,Xấu,"RGB(255,126,0)",44,44,6.61,0.02,0.012,0.008,0.007,0.033,0.012,0.015,0.008,0.005,0.008,0.002,0,0.001,5.14,"25",10.71,25.13,15.515,0.856,0.5,0.2,0.54,2400,"0",31.9,92.12,1862
"2052",CLCB122019,CLCB12,105.38,9.78,0.88,2019/04/08,100,100,74.52,50.65,55,38,Xấu,"RGB(255,126,0)",39,39,7.52,0.02,0.013,0.01,0.008,0.033,0.012,0.015,0.007,0.006,0.009,0.002,0,0.002,4.955,"25",9.9,23.936,14.861,1.26,0.63,0.23,0.41,2100,"0",21.8,67.45,12451
"2053",CLCB122019,CLCB12,105.38,9.78,0.88,2019/09/16,100,100,84.98,50.39,55,43,Xấu,"RGB(255,126,0)",44,45,6.56,0.025,0.017,0.014,0.013,0.035,0.015,0.015,0.008,0.007,0.011,0.008,0,0.001,4.865,"25",10.62,30.241,16.713,1.31,0.74,0.28,0.29,8100,"0",25,6.48,1665
"2054",CLCB122019,CLCB12,105.38,9.78,0.88,2019/05/16,100,68.13,78.85,60.74,55,33,Xấu,"RGB(255,126,0)",32,31,6.76,0.037,0.029,0.026,0.029,0.035,0.022,0.017,0.007,0.006,0.038,0.007,0,0.001,5.74,"25",9.45,24.346,16.167,0.24,0.56,0.95,0.43,7200,"0",16.1,15.8,126
"2055",CLCB122019,CLCB12,105.38,9.78,0.88,2019/06/06,100,100,89.29,57.03,55,51,Trung bình,"RGB(255,255,0)",50,50,7.02,0.023,0.015,0.013,0.011,0.036,0.014,0.017,0.005,0.009,0.011,0.005,0,0.001,5.663,"25",7.913,18.069,14.072,0.938,0.85,0.28,0.26,4700,"0",17.2,75.68,1125
"2056",CLCB122019,CLCB12,105.38,9.78,0.88,2019/06/19,100,100,89.22,67.82,55,61,Trung bình,"RGB(255,255,0)",56,54,6.49,0.017,0.01,0.007,0.008,0.026,0.01,0.014,0.006,0.001,0.007,0.005,0,0.001,4.81,"25",8.762,17.915,12.745,0.19,0.14,0.18,0.18,4800,"0",12.3,52.78,9624
"2057",CLCB132019,CLCB13,105.17,9.53,0.62,2019/03/04,100,100,88.57,48.96,55,43,Xấu,"RGB(255,126,0)",45,46,6.95,0.017,0.01,0.008,0.009,0.025,0.01,0.014,0.006,0.001,0.012,0.001,0,0.001,4.738,"25",8.944,26.107,15.219,0.888,0.118,0.3,0.513,700,"0",21.5,51.32,17215
"2058",CLCB132019,CLCB13,105.17,9.53,0.62,2019/03/20,100,100,87.88,48.87,55,43,Xấu,"RGB(255,126,0)",45,46,6.79,0.016,0.01,0.007,0.006,0.029,0.01,0.013,0.007,0.004,0.007,0.001,0,0.001,4.36,"25",9.62,23.553,13.847,1.224,0.438,0.17,0.52,1100,"0",2.6,48.21,1558
"2059",CLCB132019,CLCB13,105.17,9.53,0.62,2019/04/08,100,100,87.53,53.33,55,47,Xấu,"RGB(255,126,0)",47,47,6.58,0.022,0.015,0.012,0.011,0.032,0.013,0.014,0.007,0.006,0.007,0.009,0,0.001,4.758,"25",9.45,20.155,13.372,1.36,0.58,0.18,0.31,9200,"0",18.2,75.65,11842
"2060",CLCB132019,CLCB13,105.17,9.53,0.62,2019/04/16,100,100,85.63,50.07,55,43,Xấu,"RGB(255,126,0)",44,45,6.68,0.025,0.017,0.014,0.012,0.036,0.015,0.014,0.008,0.009,0.008,0.01,0,0.001,4.82,"25",10.62,28.807,16.194,2.15,0.86,0.21,0.3,9500,"0",2.7,79.45,1284
"2061",CLCB132019,CLCB13,105.17,9.53,0.62,2019/05/16,100,100,81.16,52.03,55,42,Xấu,"RGB(255,126,0)",43,43,6.79,0.027,0.02,0.016,0.017,0.032,0.016,0.014,0.008,0.005,0.025,0.001,0,0.001,4.698,"25",10.65,25.418,14.942,1.193,0.535,0.62,0.28,1200,"0",17,92.18,1125
"2062",CLCB132019,CLCB13,105.17,9.53,0.62,2019/06/06,100,100,82.92,50.94,55,42,Xấu,"RGB(255,126,0)",43,44,7.15,0.026,0.018,0.015,0.017,0.031,0.015,0.016,0.007,0.003,0.022,0.003,0,0.001,5.238,"25",9.921,22.623,14.87,0.85,0.33,0.54,0.48,3400,"0",16.3,63.12,1655
"2063",CLCB132019,CLCB13,105.17,9.53,0.62,2019/06/19,100,100,86.37,58.18,55,50,Xấu,"RGB(255,126,0)",49,49,6.9,0.024,0.017,0.015,0.016,0.026,0.014,0.013,0.006,0.004,0.019,0.006,0,0.001,4.35,"25",8.222,19.848,12.664,0.69,0.36,0.47,0.23,5900,"0",13.8,6.49,452
"2064",CLCB142019,CLCB14,105.24,9.73,0.08,2019/03/04,100,100,87.88,54.86,55,48,Xấu,"RGB(255,126,0)",48,48,7.3,0.015,0.008,0.005,0.006,0.025,0.009,0.013,0.007,0.001,0.006,0.002,0,0.001,4.375,"25",9.39,22.804,13.634,0.615,0.113,0.15,0.338,2400,"0",1,45.6,35
"2065",CLCB142019,CLCB14,105.24,9.73,0.08,2019/03/20,100,100,89.91,55.98,55,50,Xấu,"RGB(255,126,0)",50,50,6.91,0.015,0.009,0.007,0.007,0.025,0.009,0.012,0.006,0.003,0.007,0.002,0,0.001,4.128,"25",8.373,21.825,12.954,0.469,0.313,0.18,0.39,2100,"0",14.9,63.58,46
"2066",CLCB142019,CLCB14,105.24,9.73,0.08,2019/04/08,100,100,90.37,58.11,55,53,Trung bình,"RGB(255,255,0)",52,51,6.79,0.018,0.011,0.009,0.009,0.028,0.011,0.015,0.005,0.004,0.008,0.004,0,0.001,5.035,"25",7.98,21.508,14.215,0.57,0.37,0.21,0.28,4300,"0",5.4,69.48,184
"2067",CLCB142019,CLCB14,105.24,9.73,0.08,2019/04/16,100,68.13,80.71,54.34,55,30,Xấu,"RGB(255,126,0)",30,30,6.84,0.033,0.025,0.023,0.026,0.032,0.02,0.016,0.006,0.005,0.038,0.001,0,0.001,5.423,"25",8.62,25.736,16.129,1.2,0.48,0.96,0.25,1300,"0",8.9,86.56,1495
"2068",CLCB142019,CLCB14,105.24,9.73,0.08,2019/05/16,100,100,84.57,53.43,55,45,Xấu,"RGB(255,126,0)",46,46,7.35,0.022,0.014,0.011,0.008,0.039,0.013,0.017,0.008,0.009,0.006,0.005,0,0.001,5.663,"25",10.12,26.378,16.692,0.731,0.913,0.14,0.35,5200,"0",0.4,83.45,86.21
