fid,Name,descriptio,id,cable_id,color,length,rfs,owners,url,geometry
384,Europe India Gateway (EIG),"<div class=""googft-info-window"">
<b>id:</b> europe-india-gateway-eig<br>
<b>cable_id:</b> 1580<br>
<b>description:</b> [{""landing_point_id"":9485,""name"":""Abu Talat, Egypt"",""latlon"":""31.071845,29.702482""},{""landing_point_id"":8947,""name"":""Barka, Oman"",""latl",europe-india-gateway-eig,1580,#a45f2a,"15,000 km",February 2011,"AT&T,  Airtel (Bharti),  Bharat Sanchar Nigam Ltd. (BSNL),  BT,  Djibouti Telecom,  du,  Gibtelecom,  Libya International Telecommunications Company,  MTN Group,  Omantel,  Portugal Telecom,  Saudi Telecom,  Telecom Egypt,  Telkom South Africa,  Verizon,",https://www.europeindiagateway.com,"MULTILINESTRING ((29.700932 31.072267, 29.981303 30.562943, 30.375053 30.199001, 31.050052 29.833708, 31.725052 29.589434, 32.175051 29.344439, 32.653176 29.113616), (-5.624922 35.922436, -5.347578 36.156017), (32.653176 29.113616, 33.455055 28.161052, 34.3688 27.364668, 35.268799 26.562513, 36.000049 25.754704, 37.012548 24.122617, 38.362547 22.052986, 39.150047 20.375041, 40.387546 18.251816, 41.400045 16.534196, 42.300044 14.801154, 42.806294 13.929304, 43.143794 13.054151, 43.284419 12.834869, 43.368794 12.615396, 43.762543 12.395734, 44.550043 12.065895, 45.450042 12.175887, 48.60004 13.054151, 55.350035 15.452761, 58.950032 17.180187, 62.32503 19.529071, 66.600027 19.740987, 70.200025 19.423008, 72.875902 19.076074), (32.653176 29.113616, 32.175051 29.295438, 31.725052 29.491558, 31.050052 29.736069, 30.375053 30.101721, 29.981303 30.514496, 29.700932 31.072267, 27.900054 32.052708, 25.200056 32.859581, 19.350061 33.565491, 16.650062 33.189715, 14.400064 33.565491, 12.318816 35.419781, 12.037566 35.785662, 11.925066 36.240655, 11.587566 37.232354, 10.912567 37.589787, 10.348614 37.85674, 9.000068 37.94551, 5.40007 38.12273, 2.250073 37.767862, -2.249924 36.058973, -4.499923 35.967974, -5.624922 35.922436, -6.299921 35.876871, -8.999919 36.058973, -9.899919 36.421916, -11.249918 37.94551, -13.499916 39.698323, -13.499916 44.051519, -9.449919 48.704235, -7.64992 49.587287, -6.074885 50.311167, -4.544405 50.828203), (-11.249918 37.94551, -10.349918 37.94551, -9.337419 38.12273, -9.102751 38.443076), (14.400064 33.565491, 13.500065 33.095517, 13.18737 32.877627), (7.426729 43.738258, 7.312569 43.401145, 7.425069 41.744359, 7.969112 39.423523, 8.325068 38.651812, 8.437568 38.387755, 9.000068 37.94551), (44.550043 12.065895, 43.650043 11.818225, 43.147993 11.594869), (38.362547 22.052986, 39.182761 21.481532), (56.333726 25.121693, 56.925034 24.711632, 58.004428 23.679602, 58.162533 23.968511, 58.725033 24.327803, 59.850032 24.0199, 62.10003 22.469444, 62.32503 19.529071))"
417,Boracay-Palawan Submarine Cable System,"<div class=""googft-info-window"">
<b>id:</b> boracay-palawan-submarine-cable-system<br>
<b>cable_id:</b> 1781<br>
<b>description:</b> [{""landing_point_id"":9385,""name"":""Coron, Philippines"",""latlon"":""12.004960,120.200682""},{""landing_point_id"":7841,""name"":""S",boracay-palawan-submarine-cable-system,1781,#2c52a4,332 km,June 2013,Globe Telecom,,"MULTILINESTRING ((120.20077 12.005438, 120.599989 11.73565), (119.50038 10.819999, 120.149989 10.975828, 120.599989 11.73565, 120.824989 12.175887, 121.050184 12.363017))"
385,Asia Africa Europe-1 (AAE-1),"<div class=""googft-info-window"">
<b>id:</b> asia-africa-europe-1-aae-1<br>
<b>cable_id:</b> 1739<br>
<b>description:</b> [{""landing_point_id"":9485,""name"":""Abu Talat, Egypt"",""latlon"":""31.071845,29.702482""},{""landing_point_id"":5969,""name"":""Aden, Yemen"",""la",asia-africa-europe-1-aae-1,1739,#a2499c,"25,000 km",June 2017,"China Unicom,  Telecom Egypt,  Etisalat,  Omantel,  Djibouti Telecom,  OTEGLOBE,  Pakistan Telecommunications Company Ltd.,  PCCW,  Ooredoo,  Mobily,  Viettel Corporation,  TeleYemen,  Retelit,  Reliance Jio Infocom,  Global Transit,  Vietnam Telecom Int",http://www.aaeone.com,"MULTILINESTRING ((29.700932 31.072267, 29.981303 30.75649, 30.375053 30.587158, 31.050052 30.223306, 31.725052 29.979986, 32.175051 29.5402, 32.653176 29.113616), (107.079198 10.342134, 107.774998 9.857095, 108.674997 9.746237, 110.249996 9.967915), (94.391218 16.858028, 93.600008 16.749771, 92.250009 14.801154, 90.90001 9.524411, 90.45001 5.061987, 90.00001 3.715978), (100.066117 6.613517, 100.350052 6.908036, 100.59971 7.075919), (19.350061 34.126101, 19.350061 37.589787, 18.957776 39.484751, 18.787561 40.043692, 18.675061 40.38732, 18.000061 40.899491, 16.868812 41.125713), (45.033538 12.800874, 45.450042 11.62548), (22.525156 33.669971, 22.950058 35.419781, 23.512558 35.785662, 23.737557 35.785662, 24.012167 35.512044), (103.506739 10.630402, 103.725001 9.524411, 103.725001 8.190543, 103.048829 7.228433), (97.425005 5.957819, 99.000004 6.069699, 100.066117 6.613517, 100.23765 6.908036, 100.59971 7.075919, 101.700002 7.242965, 103.048829 7.228433, 105.3 7.298763, 107.999998 8.079176, 110.249996 9.967915, 111.599995 12.615396, 113.849994 18.251816, 113.849994 20.796306, 114.260247 22.208037), (58.606087 23.576086, 58.950032 23.711258, 59.850032 23.50509))"
386,Asia Africa Europe-1 (AAE-1),"<div class=""googft-info-window"">
<b>id:</b> asia-africa-europe-1-aae-1<br>
<b>cable_id:</b> 1739<br>
<b>description:</b> [{""landing_point_id"":9485,""name"":""Abu Talat, Egypt"",""latlon"":""31.071845,29.702482""},{""landing_point_id"":5969,""name"":""Aden, Yemen"",""la",asia-africa-europe-1-aae-1,1739,#a2499c,"25,000 km",June 2017,"China Unicom,  Telecom Egypt,  Etisalat,  Omantel,  Djibouti Telecom,  OTEGLOBE,  Pakistan Telecommunications Company Ltd.,  PCCW,  Ooredoo,  Mobily,  Viettel Corporation,  TeleYemen,  Retelit,  Reliance Jio Infocom,  Global Transit,  Vietnam Telecom Int",http://www.aaeone.com,"MULTILINESTRING ((61.200031 17.395023, 60.975031 22.469444, 59.850032 23.50509, 59.041976 23.912035, 58.500033 24.199601, 56.925034 24.788256, 56.333726 25.121693, 56.925034 25.348717, 56.981284 26.159308, 56.812534 26.562513, 56.250034 26.663094, 55.800035 26.310675, 55.350035 26.159308, 53.550036 26.159308, 52.200037 25.95718, 51.519276 25.294606), (72.875902 19.076074, 71.775023 16.965103), (5.372531 43.293627, 6.30007 41.744359, 7.875069 38.651812, 8.212568 38.387755, 9.000068 38.034174, 10.348614 37.94551, 10.912567 37.678878, 11.700066 37.232354, 12.037566 36.240655, 12.375065 35.785662, 12.825065 35.419781, 14.400064 34.126101, 16.650062 33.75277, 19.350061 34.126101, 25.200056 33.283811, 27.900054 32.338312, 29.700932 31.072267, 29.981303 30.70814, 30.375053 30.490263, 31.050052 30.12605, 31.725052 29.882491, 32.175051 29.491292, 32.653176 29.113616, 33.398903 28.161052, 33.97505 27.364668, 34.678175 26.562513, 35.212549 25.754704, 36.225049 24.122617, 37.575048 22.052986, 38.362547 20.375041, 39.600046 18.251816, 40.612545 16.534196, 41.906295 14.801154, 42.412544 13.929304, 42.946919 13.054151, 43.185981 12.834869, 43.270356 12.615396, 43.565668 12.395734, 44.550043 11.73565, 45.450042 11.62548, 48.60004 12.505588, 55.350035 14.365654, 58.950032 16.102326, 61.200031 17.395023, 66.600027 18.465364, 71.775023 16.965103, 71.550024 13.492128, 72.900023 9.524411, 74.700021 6.852191, 78.300019 4.164913, 81.000017 3.266815, 85.500014 2.81745, 90.00001 3.715978, 94.275007 5.957819, 95.400007 6.293391, 97.425005 5.957819, 99.900003 5.061987, 100.397073 5.019476), (43.147993 11.594869, 43.650043 11.735555, 44.550043 11.73565), (39.182761 21.481532, 37.575048 22.052986), (67.028542 24.889728, 60.975031 22.469444))"
387,Pishgaman Oman Iran (POI) Network,"<div class=""googft-info-window"">
<b>id:</b> pishgaman-oman-iran-poi-network<br>
<b>cable_id:</b> 1689<br>
<b>description:</b> [{""landing_point_id"":8947,""name"":""Barka, Oman"",""latlon"":""23.679429,58.004324""},{""landing_point_id"":8849,""name"":""Chabahar, Iran"",",pishgaman-oman-iran-poi-network,1689,#b6b8ba,400 km,June 2012,Pishgaman Kavir,http://www.pishgaman.com,"MULTILINESTRING ((57.797299 25.681327, 57.959311 25.190817, 57.937533 24.122617, 58.004428 23.679602))"
388,Pishgaman Oman Iran (POI) Network,"<div class=""googft-info-window"">
<b>id:</b> pishgaman-oman-iran-poi-network<br>
<b>cable_id:</b> 1689<br>
<b>description:</b> [{""landing_point_id"":8947,""name"":""Barka, Oman"",""latlon"":""23.679429,58.004324""},{""landing_point_id"":8849,""name"":""Chabahar, Iran"",",pishgaman-oman-iran-poi-network,1689,#914a9d,400 km,June 2012,Pishgaman Kavir,http://www.pishgaman.com,"MULTILINESTRING ((60.632844 25.29593, 60.300032 25.14521, 58.950032 24.839313, 58.050033 24.122617, 58.004428 23.679602))"
390,Vodafone Malta-Sicily Cable System (VMSCS),"<div class=""googft-info-window"">
<b>id:</b> vodafone-malta-sicily-cable-system-vmscs<br>
<b>cable_id:</b> 1249<br>
<b>description:</b> [{""landing_point_id"":6170,""name"":""Balluta Bay, Malta"",""latlon"":""35.934062,14.380041""},{""landing_point_id"":3214,""name"":""",vodafone-malta-sicily-cable-system-vmscs,1249,#49b749,260 km,July 2004,Vodafone Malta,http://www.vodafone.com.mt,"MULTILINESTRING ((15.067446 37.513448, 15.637563 37.232354, 15.750063 36.87322, 15.300063 36.149867, 15.075064 36.013487, 14.380045 35.93406))"
391,Indonesia Global Gateway (IGG) System,"<div class=""googft-info-window"">
<b>id:</b> indonesia-global-gateway-igg-system<br>
<b>cable_id:</b> 1895<br>
<b>description:</b> [{""landing_point_id"":9595,""name"":""Bali, Indonesia"",""latlon"":""-8.464415,115.596973""},{""landing_point_id"":9716,""name"":""Balikpa",indonesia-global-gateway-igg-system,1895,#5ba044,"5,300 km",May 2018,"Telin,  Telkom Indonesia",http://www.telin.co.id,"MULTILINESTRING ((116.83129 -1.26539, 117.081241 -1.402864, 117.851895 -1.515328), (120.599989 1.918229, 118.79999 2.81745, 117.899991 3.154491, 117.674991 3.154491, 117.578507 3.327359), (117.449991 -4.377144, 118.79999 -5.049857, 119.412392 -5.152185), (116.549992 -5.049857, 116.549992 -6.616651, 115.987492 -8.17849, 115.874992 -8.401139, 115.762492 -8.512416, 115.596965 -8.463929), (113.849994 -5.049857, 113.399994 -6.616651, 113.28349 -6.902249), (103.962598 1.134725, 103.898829 1.191463), (103.853028 1.294064, 103.898829 1.191463), (107.212498 -4.601454, 106.874999 -5.273944, 106.833397 -6.128962), (101.447659 1.665521, 101.728127 1.749468, 102.150002 1.805788, 103.050001 1.299726, 103.34065 1.21542, 103.500001 1.187253, 103.898829 1.191463, 104.137818 1.238389, 104.287891 1.173523, 104.625 1.131014, 104.85 1.018534, 105.3 1.018534, 106.649999 -0.331409, 107.036644 -2.130918, 107.153099 -3.029996, 107.212498 -4.601454, 110.699996 -4.601454, 113.849994 -5.049857, 116.549992 -5.049857, 117.449991 -4.377144, 117.599991 -2.730375, 117.851895 -1.515328, 118.541299 -0.810559, 119.47499 0.568579, 119.699989 1.018534, 120.599989 1.918229, 124.199986 1.918229, 124.839634 1.490783))"
392,Global Caribbean Network (GCN),"<div class=""googft-info-window"">
<b>id:</b> global-caribbean-network-gcn<br>
<b>cable_id:</b> 1829<br>
<b>description:</b> [{""landing_point_id"":8834,""name"":""Baillif, Guadeloupe"",""latlon"":""16.028945,-61.713941""},{""landing_point_id"":8836,""name"":""Jarry, Gua",global-caribbean-network-gcn,1829,#5ebb47,n.a.,September 2006,"Leucadia National Corporation,  Loret Group",http://www.globalcaribbean.net,"MULTILINESTRING ((-64.819265 17.77391, -64.57488 18.091483, -64.12488 18.251816, -63.449881 18.144944, -63.050076 18.092875, -62.833377 17.90006, -62.831131 17.609606, -62.887381 17.395023, -62.943582 17.180187, -61.874882 15.94013, -61.715946 16.028941, -61.607792 15.892798, -61.526396 15.988765, -61.554814 16.243013), (-64.819265 17.77391, -65.30613 18.251816, -65.531129 18.572039, -65.699879 18.678647, -65.868629 18.678647, -66.106666 18.466105))"
418,Saudi Arabia-Sudan-1 (SAS-1),"<div class=""googft-info-window"">
<b>id:</b> saudi-arabia-sudan-1-sas-1<br>
<b>cable_id:</b> 1247<br>
<b>description:</b> [{""landing_point_id"":4361,""name"":""Jeddah, Saudi Arabia"",""latlon"":""21.481262,39.182751""},{""landing_point_id"":5950,""name"":""Port Sudan,",saudi-arabia-sudan-1-sas-1,1247,#69bd46,333 km,April 2003,"Sudan Telecom Company,  Saudi Telecom,  The Arab Investment Company",,"MULTILINESTRING ((37.219677 19.615564, 37.619652 20.050365, 38.100047 20.656014, 39.182761 21.481532))"
393,Americas-II,"<div class=""googft-info-window"">
<b>id:</b> americas-ii<br>
<b>cable_id:</b> 1148<br>
<b>description:</b> [{""landing_point_id"":5966,""name"":""Camuri, Venezuela"",""latlon"":""10.606108,-66.878294""},{""landing_point_id"":5575,""name"":""Cayenne, French Guiana"",""latl",americas-ii,1148,#3a8fb2,"8,373 km",August 2000,"Embratel,  AT&T,  Verizon,  Sprint,  CANTV,  Tata Communications,  CNT,  Orange,  Portugal Telecom,  C&W Networks,  Telecom Italia Sparkle,  CenturyLink",,"MULTILINESTRING ((-58.049885 13.054151, -58.499884 12.615396, -60.749883 11.73565, -61.087382 11.294709, -61.312382 10.85309, -61.516679 10.649789), (-38.542965 -3.718737, -38.924898 -1.231316, -40.499897 1.468427, -46.799893 5.957819, -51.299889 7.744889, -54.899887 9.967915, -58.049885 13.054151), (-80.160172 26.010553, -79.649869 26.209785, -78.86237 26.964305, -77.849871 27.564309, -76.949871 27.564309, -73.349874 26.159308, -69.299877 24.122617, -67.274878 22.052986, -66.149879 20.375041, -66.262379 19.104405, -66.106666 18.466105), (-66.106666 18.466105, -65.92483 18.678647, -65.699879 18.731926, -65.474879 18.572039, -65.24988 18.251816, -64.816628 17.77391, -64.57488 17.931002, -63.449881 17.180187, -62.099882 15.94013, -61.874882 15.831927, -61.607792 15.730351, -61.256132 15.669513, -60.749883 15.235782, -60.749883 15.018579, -59.849883 14.365654, -58.049885 13.054151), (-61.09417 14.615454, -61.199882 14.801154, -61.199882 14.909894, -60.749883 15.018579), (-52.320934 4.941549, -51.299889 7.744889), (-68.89265 12.090437, -68.399877 11.845776, -65.699879 11.294709, -64.79988 12.175887, -62.999881 13.054151, -61.199882 13.492128, -60.299883 13.929304, -59.849883 14.365654), (-66.878296 10.606502, -66.599879 10.85309, -65.699879 11.294709))"
394,Jakarta-Bangka-Bintan-Batam-Singapore (B3JS),"<div class=""googft-info-window"">
<b>id:</b> jakarta-bangka-bintan-batam-singapore-b3js<br>
<b>cable_id:</b> 1833<br>
<b>description:</b> [{""landing_point_id"":5862,""name"":""Batam, Indonesia"",""latlon"":""1.134726,103.962506""},{""landing_point_id"":16015,""name"":",jakarta-bangka-bintan-batam-singapore-b3js,1833,#1fbbb1,"1,031 km",November 2012,Moratelindo,http://www.moratelindo.co.id,"MULTILINESTRING ((106.827831 -6.171878, 106.762499 -5.273944, 106.762499 -4.601454, 106.649999 -3.479269, 106.54746 -3.079925, 106.199999 -2.580537, 105.749999 -1.906058, 105.582714 -1.553876, 105.524999 -1.231316, 105.1875 0.118588, 104.85 0.345588, 104.175 0.456083, 103.725001 0.793563, 103.725001 1.018534, 103.878126 1.134725, 103.962598 1.134725, 103.853028 1.294064))"
395,SeaMeWe-5,"<div class=""googft-info-window"">
<b>id:</b> seamewe-5<br>
<b>cable_id:</b> 1559<br>
<b>description:</b> [{""landing_point_id"":9485,""name"":""Abu Talat, Egypt"",""latlon"":""31.071845,29.702482""},{""landing_point_id"":7681,""name"":""Al Hudaydah, Yemen"",""latlon"":""14.",seamewe-5,1559,#c8208f,"20,000 km",December 2016,"Telekom Malaysia,  Bangladesh Submarine Cable Company Limited (BSCCL),  China Mobile,  China Telecom,  Orange,  Myanmar Post and Telecommunication (MPT),  Saudi Telecom,  Sri Lanka Telecom,  Telkom Indonesia,  SingTel,  Telecom Italia Sparkle,  TeleYemen",http://www.seamewe5.com,"MULTILINESTRING ((101.250003 2.367913, 101.362551 2.143087, 101.447659 1.665521), (99.225004 4.613592, 98.675981 3.752034), (27.900054 32.433313, 28.800054 34.312152, 28.575054 36.149867, 28.462554 36.512388, 28.25357 36.855249), (16.650062 33.93964, 16.425063 34.683018, 16.200063 35.785662, 16.087563 36.87322, 15.750063 37.321872, 15.067446 37.513448), (94.391218 16.858028, 93.600008 16.965103, 91.800009 17.823934), (102.2209 2.273264, 102.150002 1.918229), (90.116612 21.820815, 90.90001 20.375041, 91.800009 17.823934, 91.800009 14.801154, 90.45001 9.524411, 90.22501 7.967777, 90.00001 7.298763), (67.028542 24.889728, 62.77503 22.469444), (66.600027 16.965103, 63.233355 20.459744, 62.77503 22.469444, 59.850032 24.327803, 58.500033 24.737178, 56.925034 24.941363, 56.333726 25.121693), (43.00854 14.685653, 42.750044 14.69236, 42.525044 14.69236, 42.356294 14.801154))"
407,Concerto,"<div class=""googft-info-window"">
<b>id:</b> concerto<br>
<b>cable_id:</b> 1538<br>
<b>description:</b> [{""landing_point_id"":8398,""name"":""Sizewell, United Kingdom"",""latlon"":""52.207126,1.620294""},{""landing_point_id"":8399,""name"":""Thorpeness, United Kingdom""",concerto,1538,#34c1cd,550 km,1999,Interoute,,"MULTILINESTRING ((1.620288 52.207212, 1.613257 52.180932, 2.025073 52.142593, 3.150072 51.586834, 3.206908 51.330942, 3.262572 51.586834, 4.050071 52.21158, 4.527219 52.370704, 3.825072 52.295753, 3.375072 52.219239, 2.025073 52.21158, 1.620288 52.207212))"
408,Farland North,"<div class=""googft-info-window"">
<b>id:</b> farland-north<br>
<b>cable_id:</b> 1819<br>
<b>description:</b> [{""landing_point_id"":3225,""name"":""Aldeburgh, United Kingdom"",""latlon"":""52.157846,1.590606""},{""landing_point_id"":3144,""name"":""Domburg, Netherlands""",farland-north,1819,#53bc78,150 km,1989,BT,,"MULTILINESTRING ((1.5906 52.157843, 2.025073 52.004297, 2.925072 51.586834, 3.496166 51.563953))"
409,Circe North,"<div class=""googft-info-window"">
<b>id:</b> circe-north<br>
<b>cable_id:</b> 1137<br>
<b>description:</b> [{""landing_point_id"":3084,""name"":""Lowestoft, United Kingdom"",""latlon"":""52.471359,1.729180""},{""landing_point_id"":3141,""name"":""Zandvoort, Netherlands""",circe-north,1137,#3db64f,203 km,February 1999,"VTLWavenetdf,  euNetworks",,"MULTILINESTRING ((1.729272 52.468826, 2.250073 52.486461, 3.825072 52.417901, 4.524192 52.363668))"
396,SeaMeWe-5,"<div class=""googft-info-window"">
<b>id:</b> seamewe-5<br>
<b>cable_id:</b> 1559<br>
<b>description:</b> [{""landing_point_id"":9485,""name"":""Abu Talat, Egypt"",""latlon"":""31.071845,29.702482""},{""landing_point_id"":7681,""name"":""Al Hudaydah, Yemen"",""latlon"":""14.",seamewe-5,1559,#c8208f,"20,000 km",December 2016,"Telekom Malaysia,  Bangladesh Submarine Cable Company Limited (BSCCL),  China Mobile,  China Telecom,  Orange,  Myanmar Post and Telecommunication (MPT),  Saudi Telecom,  Sri Lanka Telecom,  Telkom Indonesia,  SingTel,  Telecom Italia Sparkle,  TeleYemen",http://www.seamewe5.com,"MULTILINESTRING ((29.700932 31.072267, 29.981303 30.417487, 30.375053 29.906874, 31.050052 29.540508, 31.725052 29.295523, 32.175051 29.197364, 32.653176 29.113616), (5.930343 43.125293, 6.30007 42.743713, 6.52507 41.744359, 8.100068 38.651812, 8.325068 38.387755, 9.000068 38.12273, 10.348614 38.034174, 10.912567 37.767862, 11.812566 37.232354, 12.150066 36.240655, 12.487565 35.785662, 12.993815 35.419781, 14.400064 34.312152, 16.650062 33.93964, 19.350061 34.312152, 25.200056 33.424765, 27.900054 32.433313, 29.700932 31.072267, 29.981303 30.466025, 30.375053 30.004345, 31.050052 29.638336, 31.725052 29.393588, 32.175051 29.246412, 32.653176 29.113616, 33.469093 28.161052, 34.42505 27.364668, 35.353174 26.562513, 36.112549 25.754704, 37.125048 24.122617, 38.475047 22.052986, 39.262546 20.375041, 40.500046 18.251816, 41.512545 16.534196, 42.356294 14.801154, 42.862544 13.929304, 43.171919 13.054151, 43.298481 12.834869, 43.382856 12.615396, 43.537543 12.395734, 44.550043 11.680571, 45.450042 11.515266, 48.60004 12.395734, 55.350035 14.147584, 58.950032 15.886036, 66.600027 16.965103, 71.100024 13.492128, 72.450023 9.524411, 74.250022 6.852191, 76.95002 5.510072, 79.650018 5.510072, 80.539861 5.940821), (80.539861 5.940821, 81.000017 5.510072, 82.800016 5.510072, 85.500014 6.405201, 90.00001 7.298763, 94.275007 6.852191, 95.400007 6.740482, 97.425005 6.237477, 98.550004 5.28607, 99.225004 4.613592, 100.350003 3.266815, 101.250003 2.367913, 102.150002 1.918229, 103.050001 1.412146, 103.34065 1.271608, 103.500001 1.215274, 103.646095 1.338583), (43.147993 11.594869, 43.650043 11.707992, 44.550043 11.680571), (58.591146 23.615104, 58.950032 23.917101, 59.850032 24.327803), (38.106981 24.070645, 37.800047 24.122617, 37.125048 24.122617))"
